primary_key,hotel_id,hotel_name,tripadvisor_id,review_text,rating,published_date
69,14,The Ritz-Carlton Osaka,302242.0,"The service at the Ritz in Osaka is off the charts good.   We have stayed at other luxury properties in Japan, including in Osaka, and there really is no comparison to the level of service we received at the Ritz.    Mr. Finch -- the manager -- has obviously established a work environment that makes employees eager to help guests, particularly us non-Japanese speakers, easily navigate their way around all the great things to do and see (and eat) in Osaka.   And the restaurants in the hotel are no slouches either.   This is the place to stay in Osaka, if you have the budget for a luxury experience.",5,2024-10-30T17:51:23Z
70,14,The Ritz-Carlton Osaka,302242.0,"This is my second time at the Ritz Carlton Osaka. I used the Club Lounge services to check in while I was enjoying afternoon tea. No waiting at the front desk. Concierge services located in the Club Lounge was extremely helpful. I have never seen so many workaholic people in a hotel. These people take their job extremely seriously and make sure your stay is better than you could have imagined. There were services offered without charge that I did not know were available. If I were to visit Osaka again, I would not have any trouble deciding which hotel to book.",5,2024-10-28T23:14:22Z
71,15,Hotel Fouquet's Barriere Paris,188742.0,Amazing hotel in a great location. Luxury to the next level. Incredible hospitality and attention to detail. Their restaurant is simply iconic. I had the pleasure to meet the GM and the Hotel Manager and was impressed by their professionalism and hospitality. I can't wait to go back.,5,2024-10-16T17:21:21Z
72,15,Hotel Fouquet's Barriere Paris,188742.0,"As someone who spends a lot of time in ultra luxury properties around the world, this is right up there with my all time favourite’s. 

The location is fantastic. Right on champs Élysée. Across the road from all the luxury stores like LV. 

You are invited in to a deep red, black and purple theme. It is hard to believe you can find so much space and peace amongst one of the most famous streets in the world. As soon as you step through the doors you are away from the chaos. 

We stayed in a deluxe suite which offered beautiful views and we even caught the tip of the Eiffel Tower. 

We ate at the restaurant and very much enjoyed all aspects of the property. 

I’m trying to think of negatives but I can’t. 
I had just come from a property in London which is more expensive than this. They were incomparable. Fouquet’s all day. 

I had also gone on to stay at another property in Paris which again, cost twice as much as this. 
I am impressed by the competitive rates the hotel offers its guests and will be sure to tell my colleagues all about it.",5,2024-09-15T08:45:07Z
73,15,Hotel Fouquet's Barriere Paris,188742.0,"It was our second time in barrière fauquets, but to be honest it was a bit of disappointment, when we went first time in 2021 we were so happy with the service, but this time it wasn’t as it used to be, the receptionist was about to charge 900 euros for the upgrade while it suppose to be 100 euros thank god we saw the amount before, the room was full of allergy even tho we mentioned the comment about allergens the staff was trying to recover but I don’t think we will be going back",3,2024-05-25T04:43:49Z
74,15,Hotel Fouquet's Barriere Paris,188742.0,"The hotel is located just beside the Champs-Élysées and the Arc de Triomphe, and the metro station George V is within 1 min walk. 

The staff is friendly and they are always willing to help, they remember my name after having a conversation with me, and whenever they see you, they care about you. 

I would like to thank Ms.Zelin a receptionist who comes from China, she is lovely, from check-in to my room, she was helpful and amicable. 

However, breakfast is quite normal for a luxury hotel, not many things to choose and the staff did not explain the menu, he just came and asked me what I would like to order. Also from the beginning, I spoke French to him, but he avoided speaking it to me instead of speaking English which I did not understand why, I won't say I speak perfectly, but at least I can communicate without any difficulties. 

The room is perfect, from the minibar to the toiletries, I love it so much, you could buy it from the stores (just have to google it).",5,2024-05-19T10:44:14Z
75,15,Hotel Fouquet's Barriere Paris,188742.0,"Tourist Trap, Americans beware.   Not a 5 star hotel, perhaps as good as a 4 star if you exclude their namesake restaurant which is a Tourist Trap in its purest definition.   Paris is a wonderful city, exceptional in fact, but hotels (and restaurants) like this are a stain on the reputation of the ”city of light”.",1,2024-04-30T17:09:14Z
76,16,Al Maha Desert Resort & Spa,302789.0,"Most of the staff are dedicated and attentive.
The food was exceptional, except for dinner, as the fish and lobster were overcooked.

We really enjoyed the excursion to watch the sunset, which was very beautiful.

Check-in and check-out hours are from 3 p.m. to 1 p.m. Each stay includes breakfast, lunch, and dinner. Lunch can be taken either on the day of arrival or the next day. It’s worth noting that if you arrive before 3 p.m., you’ll be able to have lunch (the restaurant is open from 12:30 p.m. to 2:30 p.m.) and enjoy the facilities until your room is ready. Afternoon tea with small bites is served from 3 p.m. to 5 p.m. Please note that dinner is only served from 7:30 p.m.
No beverage included
Menu here. https://qr.mydigimenu.com/717703cd-a94b-457b-bbe5-198989172daf/menu-page?menuID=8586

Getting to the hotel from the airport, and back, can be challenging due to the hotel’s remote location. We booked a transfer with Emirates Transfer for 51 USD per trip. The service was excellent, and the hotel can also arrange a transfer if needed.

Thank you to all the staff for this unforgettable stay.",5,2024-11-14T05:05:26Z
77,16,Al Maha Desert Resort & Spa,302789.0,"The staff and food are spectacular. The bread and quality of the food is second to none. My wife and I make an effort to travel at high-end resorts, and the quality of service and amenities,  and the facilities, are right there or better than any Ritz or four seasons we have visited. If you have a couple of days in Dubai for a Vacation that does not involve the city, this is definitely the best of the bunch!",5,2024-11-13T00:36:58Z
78,16,Al Maha Desert Resort & Spa,302789.0,"We recently stayed at Al Maha for the first part of our honeymoon and it was absolutely incredible!! The accommodations are amazing and the staff are so wonderful!  We took the sunset camel ride, did the dune driving, and the advanced horseback ridding.  While my husband had the time of his life dune driving, I had the same experience on horseback.  Truly the best sunrise desert ride I could have asked for.  The food was also INCREDIBLE. We can't wait to come back again!!",5,2024-11-10T20:05:09Z
79,16,Al Maha Desert Resort & Spa,302789.0,"We had an incredible experience, from the first moment we arrived to the last day everything was great, lots of activities, all the staff were Helpful in everything, I couldn't not mention the name of IMRAN who made our night special thanks for everything.",5,2024-11-05T09:36:04Z
80,16,Al Maha Desert Resort & Spa,302789.0,"This is a stunning resort within a desert wildlife conservation area about one hour from the centre of Dubai.

Each room is a private permanent tent style with a large bedroom, bathroom (including bath and shower) and large outdoor terrace with well sized private pool.

There is a gym, spa and resort swimming pool in the resort and one restaurant, which serves each meal of the day.

Activities are included within the stay and there is a choice of archery, a hawk display, wildlife walk, camel ride or drive to sundowners and more.

There is wildlife everywhere, with oryx and gazelle regularly walking through the outdoor area at our room.

It is a truly unique and fantastic experience and the staff were amazing throughout.",5,2024-10-27T09:39:06Z
81,17,Cap Maison Resort & Spa,1091083.0,"this resort is heaven on earth - it is my home away from nome. Nowhere on this planet can compete with the vistas and beauty. So after visiting the resort a few years ago, I  realized then and there that there is no need to go to the Cayman Islands or Mexico or Bali. They cannot match the quality of the food, the pure relaxation of being on site at Cap Maison. After about 10 visits to date, I realize that when I come back home to the states, I am already missing my true home in St Lucia. BTW- the WiFi is excellent everywhere including the beach which is what makes everything that more perfect. Staff are wonderful. Food is Michelin quality. Ross is the best management one could have- always available and I am bringing another bottle of bourbon to him on my next visit. If you book, you will have no regrets and only peace and relaxation- that I guarantee. Howard",5,2024-11-11T13:15:22Z
82,17,Cap Maison Resort & Spa,1091083.0,"This review is for Cap Maison at large, which was an absolutely stunning and breathtaking property, exceptionally hospitable with amazing food and drink! But it is also for a special gentlemen, Mr. Darrell, who was one of the waitstaff at the Cliff restaurant. It seemed as if Darrell never left the property, he was always buzzing around with trays and cocktails, plates and silverware ready to serve the guests. He had such a refreshing attitude and seemed so passionate about his profession. He was a man who is exceptional at what he does and truly knows how to deliver customer service. He had the perfect balance of humility, professionalism, and sense of humor!Thank you Darrell and thank you to the entire Cap Maison team!",5,2024-10-27T11:36:00Z
83,17,Cap Maison Resort & Spa,1091083.0,"The suite we stayed in was amazing with a roof top terrace and plunge pool.  The suite was well equipped, including a full cocktail making kit and all the bottles you could need for a perfect sundowner.  The bed was super comfortable and with loads of different spaces to relax.  We had only planned to stay a night, but it was so nice we asked for another night, which the hotel quickly accommodated in a different room.  While not an amazing suite, the room was also lovely and clean, well equipped, with seating space inside and out.  Our two nights felt a lot longer.  Perfect mini-break - thanks to all.",5,2024-10-20T09:27:55Z
84,17,Cap Maison Resort & Spa,1091083.0,"Oh, what an amazing resort Cap Maison is! 

   My wife and I looked forward to our second visit there, but we were somewhat anxious since we had been here before many years ago, and thought maybe it will have lost some luster over time. Sometimes when you have  a great experience once, the second time isn't as good...possibly because you had experienced things anew, the unfamiliar can  offer unexpected surprises; or maybe we simply play things up in our memory more than we should. 
 
    I can tell you that once again though, we were simply blown away by Cap Maison! Yes, the resort is still singularly gorgeous, yes the venue for dining is spectacular, yes, the private roof top pool and huge villa rooms are comfortable and they boast great views...but the very best amenity they have are the amazing staff who work there, and the attention to detail they all extend to everyone.   

    From the beautiful Deverney, their helpful concierge, to Julian and staff at the spa, to Tyler and Darrell at the cliff restaurant, to Bob, the helpful and attentive beach server, and Robert the knowledgeable and friendly Sommelier...even the thorough house cleaning staff...I wish I could list them all! Wow! Always a yes, always a ""how can I assist?"", never without a smile or open greeting. I truly don't know how they do it...but the entire staff is a collective family who can't wait to embrace you as one of their own. 

   Don't miss dining one night on the small island Rock platform in the middle of the sea, or an intimate and very fun  private roof top Barb-q, or the private gazebo breakfast on the cliff, or the tasty wine tasting in the Cellar. The intimate spa lesson experience for couples is so fun, as we learned how to make each other relax with new skills as we learned about the science behind the mechanics of a massage. 

   Do you appreciate a talented bartender who remembers how you prefer your drink? You are covered here! This is the perfect romantic intimate getaway spot for a quiet, intimate, spectacularly luxurious experience. There are other great resorts on this West Indies island of St. Lucia, but I can tell you that Jade Mountain or Anse Chastenet are TWICE the cost as the Cap, and they offer a less personalized relaxing romantically unique experience. If an all inclusive experience is what you are after...The Cap Maison has a package for that here too...but on a scale that Sandals could only dream to provide. 

   Having been married for over thirty years, we know that more than a spark can be found at the Cap; so if you want to bring back the fire of your honeymoon back, just book yourself a trip here as a Christmas present to reward each other...you simply can't do better than this!

Sincerely, 
Charles & Jeanne

    There are many places we have been in this world, but I can tell you that as far as 5 star resorts go, this one should be on your bucket list for sure.",5,2024-10-16T15:08:34Z
85,17,Cap Maison Resort & Spa,1091083.0,"Actually visited Feb 2023, but I don’t have the option to go back that far and am only just playing catch-up. 

We had a fantastic week at Cap Maison. Couldn’t fault the food, atmosphere, service or standard of the hotel. The beach was great - clean, good lifeguard service, and the Naked Fosherman was the perfect place to hang out for food and drinks. 

Our only comment (definately not a criticism) is that there isn’t too much for kids to do, so just think about this before booking. We bought four teenagers and they kept themselves busy, so it was no issue for us. It’s also at the very north of the island, which makes day trips to the centre/south/pitons that bit longer as the journey time increases.

A few reviews said to beware the steps up from the beach to the resort, but they really aren’t that bad at all if you’re in reasonable health!

It’s a fairly small resort, and if we were to return may split the week into two, and just have three or four nights here as some of the other guests were doing. 

Otherwise, it was almost perfect.",5,2024-08-30T08:01:40Z
86,18,51 Buckingham Gate Taj London,559155.0,"I recently had a short albeit brilliant stay at Taj 51 BUCKINGHAM Gate - with some of the best staff that I’ve encountered in all these years. It’s very rare to meet so many warm, efficient and wonderful people under the same roof. Kudos to the team at T51.",5,2024-11-13T09:53:04Z
87,18,51 Buckingham Gate Taj London,559155.0,"It’s an outstanding place to stay while traveling, with an exceptional standard of Indian food  at their restaurant. I highly recommend the Dahi Puri, it’s so good  that I return specifically for it. Definitely an experience not to be missed :)",5,2024-11-03T17:48:01Z
88,18,51 Buckingham Gate Taj London,559155.0,"I was booked into the afternoon tea as a 60th birthday treat from my in laws. It was my 3 rd visit to the hotel. My family member who booked it booked the jasmine afternoon tea and wanted the Indian afternoon tea by mistake.
She said it wasn’t well annotated on the website the staff were so accommodating to bring some Indian treats too. It was cold by the window and Ishkhra turned the air conditioning off immediately very accommodating waitress. She organised the extra treats from the Indian menu. It was a lovely afternoon they brought me a cake with a candle. Thanks Sakriti , Kyle to great service . The staff were fabulous.",3,2024-11-02T17:53:43Z
89,18,51 Buckingham Gate Taj London,559155.0,"Our stay at the Taj 51 was perfect. Our room in Falconers felt like home. Every staff member we encountered demonstrated care and service. And we could easily walk to Buckingham Palace, Westminster Abbey, Parliament, Trafalgar Square, Victoria Station, and Piccadilly. And special shout-outs to Vasi, Zuzana, and Kalman, for great service above and beyond.",5,2024-10-30T09:51:26Z
90,18,51 Buckingham Gate Taj London,559155.0,"I have stayed in at least a dozen of the world’s top hotels across five continents.
Buckingham Gate is definitely my 
favourite
The management-Mehr and Joy.

Matthew who is omnipresent 
Reception, concierge, housekeeping, restaurants
By far the best staff
Hope to keep visiting each year",5,2024-10-21T10:03:59Z
91,19,The Resort at Paws Up,528223.0,"Some great aspects but one MAJOR issue. 
We booked our end of summer trip at paws up and we’re very excited to visit this “5-state luxury resort”. Upon arriving we quickly realized the communication from reception is basically zero. After waiting 4 hours post check-in (we arrived at 1pm, check in was 4…) we finally, after endless calls and texts to reception, got into the home we rented and it was disgusting…this was 8pm. Literally the sheets had dead bugs in them. There were dead flies everywhere. The linens weren’t clean and the floors hadn’t been vacuumed - it was like a bad dream. The staff said, “we have wildlife here” when I mentioned that the bed linens in the yurt looked as if wild animals had been sleeping in them.

I asked we be moved to other accommodations. Because there was a group of social media influencers there for Lexus, there wasn’t a home large enough for us and we had to split our family up into two properties no where near each other. 

The other properties were clean and we were grateful despite being exhausted from a full day of travel from the east cost and finally getting settled 9 hours after we arrived. 

The following morning we spoke with reception and said we’d like to put the nightmare check-in behind us and asked if the first night would be comped for the major inconveniences. The staff said they’d look into it. Two months later, we’ve still not heard back despite countless calls and promises they’d contact us. In fact my husband just called AGAIN about this tonight. 

The only other issue was that after our check-in experience, every staff member we encountered “knew who we were”….and not in a good way. I didn’t “lose it” on anyone, the reception staff even commented that they appreciated I wasn’t screaming at them. I’m a business owner and understand things happen - screaming at employees doesn’t solve anything for anyone. For every single staff member to make comments saying, “we know who you are” as if I had done something offensive was embarrassing- to say the least. 

As much as we enjoyed the food, day at Salmon lake, and ambiance - we won’t be returning. 

**last note that I understand is completely out of their control: the CA wildfires definitely dampened the experience. We stayed for 7 nights and it wasn’t until after it rained on the second to last day that we saw the mountains…it also gives you a wicked migraine- again, not in their control whatsoever but something to consider if you’re sensitive to smoke.",3,2024-11-06T18:32:59Z
92,19,The Resort at Paws Up,528223.0,"I delayed writing this, because as a business owner, I am not keen on public criticism.  However, I wrote Managment a letter, so they can know about some of the mishaps, and although I got a standard reply “we will get back to you in a few days” nobody did get back to me, so here goes…
1. Activities were cancelled at last minute with no communication, so we would basically arrive at an activity to be told it was cancelled.
2. Transportation, which we relied on, to get anywhere on the resort was unreliable, and sometimes we were stuck at places for over an hour.  Communication again was horrible.
3. The employees were incredibly nice but many did not understand English, so couldn’t answer basic questions….most of these were the butlers.  It became so awkward and uncomfortable and I truly felt terrible for them, as they were inadequately trained yet assigned to us as a “butler”.  Often times they gave us wrong times for an activity, didn’t have basic knowledge about how to get places, etc.
4. Housekeeping some times didn’t show, and once they came at 10pm to clean our tent.
5. Inside our glamping tent, there was no water pressure, the floor mat was old and shredded, and basically not up to par.

We were a family of 6 staying in a “glamping” grounds.  The pluses were the food, the chef at our campground was amazing (both a great cook and so kind) and the property is beautiful.  Also, the staff who led activities were knowledgeable and well trained.  Overall the staff was incredibly kind to us, but again, I felt bad because they were working in a very dysfunctional system.  The manager of our campground was responsive but usually putting out fires after the fact.  I felt bad for her as well.

This was not an experience worth the steep cost.  I hope the owners can get their act together and fix their problems.",2,2024-09-10T10:09:42Z
93,19,The Resort at Paws Up,528223.0,"This resort was a mess.  The staff was poorly trained, there was virtually no communication, and the place is ridiculously over priced.  Spent nearly $8,000 per night and there was no housekeeping for two days.  Had to demand service in order to get anyone to come to the house.  There was a loss of power and no water for 24 hours.  We were given bottled water to fill up the toilets.  Even though the power goes out regularly (we were told 4 times this summer) there are no flashlights provided to guests.  We were told none were kept at the homes because the guests were taking them home.  We requested a lantern and one was provided but there were no batteries.

All in all, I would never recommend this resort.",1,2024-08-31T16:15:07Z
94,19,The Resort at Paws Up,528223.0,"I used almost the same title as the review posted last week since our experience was very similar.  The lack of staff training causes frustration and stress numerous times each day.  Which, of course, is not what anyone wants on their vacation... especially one this ridiculously expensive.

In general it just seemed like no one was in charge and there was very little thought put into anything.  Even if our stay had cost far less than $5000 per night (plus $6000 for activities) we would've expected a competent, basic level of service.

Although it's tempting to list all the big and little things that caused so much frustration each day, I know that long reviews can be off-putting.  I'd recommend taking at face value the numerous reviews that mention poor training and service, since it seems this has been a problem for some time.  

One instance of the poor approach to service happened with our room.  We booked a ""Meadow Home,"" which the website describes as ""an ideal refuge for smaller families and couples on a quest for privacy.""  As it turns out this description was very misleading, as these are duplex homes with shared walls, very close to the public road which cuts straight through the property, and well within hearing range of the highway, the noise of which is nearly constant.  I stopped by the front desk to ask if  one of the Big Timber homes or the Wilderness Estates was available so we could move, and I was told by the manager he ""wasn't sure.""  He said he'd look into it and  get back to me later that day.  But.. he never did.  Just no response at all and didn't even mention it the next time I saw him.  Very nice guy but just didn't know the basics of customer service.

To echo the review from earlier this month, just about every staff person we met was super nice, and seemed to want to please, but was set up for failure by the evident lack of training and the apparent lack of thought behind how to run the resort.  

One example of the lack of thought and training was apparent during the barbecue dinner.  It was a buffet, and at most buffets you get your own food but order drinks from your server.  Here there are no servers at the dinner buffets  (although no one tells you that when you arrive or sit down).  So, after the four of us got our food I went to the bar to order cocktails for my wife and myself... and by the time I got back to the table with the drinks twenty minutes later everyone had already finished eating.  Part of the reason the drinks took so long is the bartender - and this is no exaggeration - had to look down at the drink recipe every time he added an ingredient.  

So, a perfect example of how a lack of thought on the part of management (have servers!) and a lack of training for the staff (teach bartenders how to make basic drinks!) combined to make what should have been an enjoyable experience frustrating.  

I could go on but I would simply caution anyone booking a trip here to temper their expectations, and be prepared to be frustrated.  

One note on the actvities - stick to the ""nature"" ones.  The activities that require the most thought and planning on the part of resort management are disappointing - for example, the ropes course is small and not even as good as the one near where we live in New England, and the paintball ""field"" is basically just a bunch of pallets placed semi-strategically in a very small area.  All the activities are overpriced, but these in particular seemed to rise to the level of blatant rip-off - almost $700 for four people for about an hour on a ropes course!

One other thing I have to note was the oppressive number of flies and bees during meals.  We're used to eating outdoors but have never seen anything like the massive number of flies and Yellowjackets that were present at every outdoor meal - and even once during an indoor breakfast.  Flies all over not only our food at our table, but also all over the food at the buffet.  You had to be careful lifting your glass to your mouth in case a Yellowjacket was sitting on the rim.  And it wasn't just us - we heard numerous other people complain about this.  We asked our lunch server why they don't just put up fans, which could easily be done at the The Shed, which is the main lunch spot, and she said ""We keep asking but we're always told they wouldn't look acceptable.""  As much as the fans might not look great, they'd be vastly preferable to having your for constantly covered by flies.

We definitely had some memorable experiences, in particular the fly fishing.  But, based on the overall experience we wouldn't go back.  The next time we head to Montana or somewhere in the area for this type of vacation we'll explore other options.",3,2024-08-23T15:36:51Z
95,19,The Resort at Paws Up,528223.0,"We had an exceptional stay at Paws Up, and the highlight of our experience was undoubtedly the equestrian team. The wranglers at Paws Up are truly outstanding, and Jackie’s leadership shines through in every aspect. Her expertise and passion were evident as we participated in trail rides, cattle drives, arena lessons, and even horse whispering. Jackie and her team were not only incredibly skilled but also warm and engaging, making our time with them both educational and immensely enjoyable. Their dedication greatly enriched our visit, and we are deeply grateful for the unforgettable memories they helped us create. Thank you all for making our stay at Paws Up so remarkable. Brittany & Drew",5,2024-08-21T22:57:44Z
96,20,Sofitel Amsterdam The Grand,189389.0,"What a warm & welcoming hotel. From the moment we arrived in the early morning
we were so warmly greeted.  They offer an impressive breakfast buffet + full menu service. A friendly, efficient & professional  service staff took good care of us that morning.
Our room was very well appointed- an extremely comfortable bed- and a luxurious
bathroom. Nice & quiet and a beautiful view of the courtyard below from our windows.
The hotel is rich in history but what sets it apart are the wonderful, friendly staff and fabulous location.",5,2024-11-12T09:22:48Z
97,20,Sofitel Amsterdam The Grand,189389.0,"Very nice hotel in Amsterdam. Highly recommend it. We arrived at noon but were told the rooms are ready at 3:00 p.m. It was not. We spend 9 hours in an overnight flight and were tired, fell asleep in the lounge. Repeated visits to the front desk didn't help. We were finally given our room key at 4:10 p.m.  

Although a slow start, we enjoyed the rest of our stay.

The room was fine. The bar, The Flying Dutchman, was great and enjoyed two evening there. The breakfast buffet room was fine and the service good.

We had our dinner at the dining room bar. Simple but very nice. 

The staff were wonderful even after my repeated requests to see if the room was ready.",5,2024-11-06T08:45:47Z
98,20,Sofitel Amsterdam The Grand,189389.0,The staff at Sofitel Legend The Grand Amsterdam went above and beyond to create an unforgettable and personalized  experience during my stay! The hotel is a magical place filled with wonderful historical stories. But most of all the people create the true luxury touch. I would like to say a special thanks to Nicky Smit for the personal gift he presented for me in the Room! Out of doubt the best hotel in Amsterdam!,5,2024-11-01T05:53:58Z
99,20,Sofitel Amsterdam The Grand,189389.0,"I have been to this hotel so many times I’ve lost count. This recent trip has firmly reminded me why I’ve never booked elsewhere and will never think of doing so in the future, whether it’s a business trip or a family stay. 

At this point, I don’t think the team have ever been more effective in ensuring a good stay. I haven’t yet met the new GM, but it’s apparent that he’s doing a great job. There’s a lot of key staff who are still present from several years before, whether it’s the butlers, the bar team, or the two guys who stand outside all day helping with luggage, their professionalism has obviously filtered down to the new hires, who are exceptional. 

The staff always say hello to me by name. It feels friendly, not forced. Nothing ever seems to be any trouble, the lady who cleans every day was just brilliant too. Walking back in to a suite that looked like it had just been returned to perfect everyday is a lovely feeling. Honestly, this woman is a housekeeping genius. 

And lastly, the upgrade I received was such a generous gesture. I maybe expected that I’d get a room with a better view as I’ve been so many times, but I was given such a treat. Heartfelt thanks. Unexpected, yet hugely appreciated. 

See you all in February when I return with my family for another 4 night break. 

Great job, again. 

Stuart Smith",5,2024-10-30T07:55:22Z
100,20,Sofitel Amsterdam The Grand,189389.0,"On many levels a great hotel- fantastic location, large rooms, decent breakfast. Excellent concierge and friendly staff. However the polish from a 5* hotel that you expect was missing - I emailed in advance for an early check in (we were travelling with children on a very early morning flight) and they understandably said there was no guarantee, but then on arriving at the hotel they were unsure about availability and told us to come back an hour before their standard check in time - which we did, only to sit there for another hour waiting in the lobby. In being shown to the room eventually only one of the 2 connecting rooms was ready and our bags, which had now  been at the hotel for 5 hours already were no where to be seen and had to be chased. Poor. Ditto on checking out having asked for our bags to be brought down whilst we were having an early breakfast, we again stood in the lobby trying to track them down while our pre booked taxi waited:  the bags were still in the room! Twice we were also asked to sign/ pay for breakfast when this was included in our rate. Rooms were spacious, if a bit tired, and bathrooms lacked hooks, and didn’t have toothbrushes or razors, plus were accessed by a big black marble step, that at night needed a white towel placed over it for fear of smacking into it! A good hotel but the ‘admin bit’ of looking after guests was not great- and not what you would expect from this type of hotel.",3,2024-10-26T01:29:04Z
101,21,One&Only Royal Mirage,256653.0,"You know how you check into a hotel, get your keys and that is it for communication with anyone? Well not at the Pier One.  We arrived after a very long flight and checked in with Jasmine, had a lovely chat, got our keys and went to scope out our room.  The rooms aren’t huge, but we had more than enough space and we looked out over the harbour and bridge. The bed was so comfortable as were the pillows. Went to have a look around The Rocks and Harbour which are all within walking distance. The hotel feels very welcoming when returning, Jasmine asked if all was ok, did we need help etc. so nice they remember who you are. 
We booked the hop on off bus with the concierge. Now usually our experience with a concierge at other hotels has been, average. Not with Eugene. He was amazing. I made an error when booking our tickets and did not find out till we were about to hop on the bus. Went back to Eugene and he had it all sorted with a smile and a “not to worry, it’s all sorted”. No penalty on the tickets, gave us our new voucher and off we went. Every time we needed assistance, Eugene came up with the answers. If only every hotel had a Eugene. Pier One you are very lucky to have this awesome concierge as your employee.
Thank you also to Vanessa, we enjoyed our drinks evening, conversation over breakfast, you also added to our enjoying our stay at Pier One.",5,2024-11-05T11:18:03Z
102,21,One&Only Royal Mirage,256653.0,"A great hotel. Clean, beautifully designed rooms, central location just below the harbour bridge. The staff were excellent and really attentive, particularly Eugene
Beds are very comfortable, lovely shower. The shampoo, conditioner and shower gel are really nice. 
Proper coffee from the machine - nice",5,2024-10-31T22:06:47Z
103,21,One&Only Royal Mirage,256653.0,"We stayed at this hotel twice during our 21 day odyssey of Australia and New Zealand, each time for 3 days.  Both times, it was terrific.  The location is perfect - right in the middle of things.  We had an awesome water view.  The hotel is right by the bridge, with Circular Quay and the Opera House, just a short walk away.  The hotel staff were amazing:  polite, professional and endlessly helpful.  Our room was lovely and very comfortable.  When we returned to Sydney the second time and came back to Pier One, it almost felt like coming home.  And, I can't forget to mention the fantastic breakfast :)",5,2024-10-18T20:33:39Z
104,21,One&Only Royal Mirage,256653.0,"We chose the hotel for its location. Definitely a good decision. The location was good for Circular Quay and other tourist spots. The breakfast was good and we also enjoyed the bar. 

A nice comfy bed and a view of the bridge from our room were a bonus.",4,2024-10-17T12:00:56Z
105,21,One&Only Royal Mirage,256653.0,"Despite requesting a quiet room twice during the reservation process we were placed close to the entrance to the bridge on the second floor which serves as a wedding venue. So we had issues getting to and from the room in addition to a lot of noise particularly at the conclusion of the second wedding that night.  Given the rate one pays I don’t think it’s acceptable to place non wedding guests in these rooms. There should be a much greater degree of separation. As such I can’t recommend anyone to stay at this hotel at these times. There are much quieter hotels available in Sydney where function rooms are well away from guest rooms. Sorry Pier One, you can’t have your wedding cake and eat it - ie pack in as many weddings and guests as you can with your current layout.",3,2024-10-05T17:11:01Z
106,22,One&Only Reethi Rah,256653.0,"You know how you check into a hotel, get your keys and that is it for communication with anyone? Well not at the Pier One.  We arrived after a very long flight and checked in with Jasmine, had a lovely chat, got our keys and went to scope out our room.  The rooms aren’t huge, but we had more than enough space and we looked out over the harbour and bridge. The bed was so comfortable as were the pillows. Went to have a look around The Rocks and Harbour which are all within walking distance. The hotel feels very welcoming when returning, Jasmine asked if all was ok, did we need help etc. so nice they remember who you are. 
We booked the hop on off bus with the concierge. Now usually our experience with a concierge at other hotels has been, average. Not with Eugene. He was amazing. I made an error when booking our tickets and did not find out till we were about to hop on the bus. Went back to Eugene and he had it all sorted with a smile and a “not to worry, it’s all sorted”. No penalty on the tickets, gave us our new voucher and off we went. Every time we needed assistance, Eugene came up with the answers. If only every hotel had a Eugene. Pier One you are very lucky to have this awesome concierge as your employee.
Thank you also to Vanessa, we enjoyed our drinks evening, conversation over breakfast, you also added to our enjoying our stay at Pier One.",5,2024-11-05T11:18:03Z
107,22,One&Only Reethi Rah,256653.0,"A great hotel. Clean, beautifully designed rooms, central location just below the harbour bridge. The staff were excellent and really attentive, particularly Eugene
Beds are very comfortable, lovely shower. The shampoo, conditioner and shower gel are really nice. 
Proper coffee from the machine - nice",5,2024-10-31T22:06:47Z
108,22,One&Only Reethi Rah,256653.0,"We stayed at this hotel twice during our 21 day odyssey of Australia and New Zealand, each time for 3 days.  Both times, it was terrific.  The location is perfect - right in the middle of things.  We had an awesome water view.  The hotel is right by the bridge, with Circular Quay and the Opera House, just a short walk away.  The hotel staff were amazing:  polite, professional and endlessly helpful.  Our room was lovely and very comfortable.  When we returned to Sydney the second time and came back to Pier One, it almost felt like coming home.  And, I can't forget to mention the fantastic breakfast :)",5,2024-10-18T20:33:39Z
109,22,One&Only Reethi Rah,256653.0,"We chose the hotel for its location. Definitely a good decision. The location was good for Circular Quay and other tourist spots. The breakfast was good and we also enjoyed the bar. 

A nice comfy bed and a view of the bridge from our room were a bonus.",4,2024-10-17T12:00:56Z
110,22,One&Only Reethi Rah,256653.0,"Despite requesting a quiet room twice during the reservation process we were placed close to the entrance to the bridge on the second floor which serves as a wedding venue. So we had issues getting to and from the room in addition to a lot of noise particularly at the conclusion of the second wedding that night.  Given the rate one pays I don’t think it’s acceptable to place non wedding guests in these rooms. There should be a much greater degree of separation. As such I can’t recommend anyone to stay at this hotel at these times. There are much quieter hotels available in Sydney where function rooms are well away from guest rooms. Sorry Pier One, you can’t have your wedding cake and eat it - ie pack in as many weddings and guests as you can with your current layout.",3,2024-10-05T17:11:01Z
